
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   1.4163e-01      1  EP      9.7392e-02   3.1416e-02
    2  00:00:00   1.4156e-01      2  FP      9.7344e-02   3.1416e-02
    2  00:00:00   1.4159e-01      3  SN      9.7361e-02   3.1416e-02
  330  00:00:01   4.5730e-01      4  UZ      3.1416e-01   3.1416e-02
  788  00:00:03   9.1463e-01      5  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:03   1.4163e-01      6  EP      9.7392e-02   3.1416e-02
    1  00:00:03   1.4163e-01      7  BP      9.7392e-02   3.1416e-02
    1  00:00:03   1.4163e-01      8  SN      9.7392e-02   3.1416e-02
  328  00:00:05   4.5681e-01      9  UZ      3.1416e-01   3.1416e-02
  785  00:00:07   9.1356e-01     10  EP      6.2832e-01   3.1416e-02
