
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.7363e-01      1  EP      2.5062e-01   3.1416e-01
    1  00:00:00   4.7363e-01      2  SN      2.5062e-01   3.1416e-01
    1  00:00:00   4.7363e-01      3  BP      2.5062e-01   3.1416e-01
    3  00:00:00   4.5231e-01      4  SN      2.3009e-01   3.1416e-01
    3  00:00:00   4.5231e-01      5  BP      2.3009e-01   3.1416e-01
    5  00:00:00   4.4220e-01      6  SN      2.2005e-01   3.1416e-01
    5  00:00:00   4.4220e-01      7  BP      2.2005e-01   3.1416e-01
   36  00:00:00   3.1416e-01      8  EP     -1.4311e-17   3.1416e-01

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.7363e-01      9  EP      2.5062e-01   3.1416e-01
    2  00:00:00   4.8314e-01     10  SN      2.5955e-01   3.1416e-01
    2  00:00:00   4.8314e-01     11  BP      2.5955e-01   3.1416e-01
    9  00:00:01   5.3687e-01     12  SN      3.0784e-01   3.1416e-01
    9  00:00:01   5.3687e-01     13  BP      3.0784e-01   3.1416e-01
   15  00:00:01   5.8626e-01     14  UZ      3.5000e-01   3.1416e-01
   16  00:00:01   6.0157e-01     15  SN      3.6276e-01   3.1416e-01
   16  00:00:01   6.0157e-01     16  BP      3.6276e-01   3.1416e-01
   27  00:00:01   6.9234e-01     17  BP      4.3626e-01   3.1416e-01
   27  00:00:01   6.9234e-01     18  SN      4.3626e-01   3.1416e-01
   32  00:00:01   7.3787e-01     19  BP      4.7210e-01   3.1416e-01
   32  00:00:01   7.3787e-01     20  SN      4.7210e-01   3.1416e-01
   33  00:00:02   7.4617e-01     21  BP      4.7857e-01   3.1416e-01
   33  00:00:02   7.4617e-01     22  SN      4.7857e-01   3.1416e-01
   35  00:00:02   7.6572e-01     23  SN      4.9377e-01   3.1416e-01
   35  00:00:02   7.6572e-01     24  BP      4.9377e-01   3.1416e-01
   36  00:00:02   7.7375e-01     25  EP      5.0000e-01   3.1416e-01
