
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   8.3119e-02      1  EP      5.4414e-02   3.1416e-02
    1  00:00:00   8.3119e-02      2  SN      5.4414e-02   3.1416e-02
    1  00:00:00   8.3035e-02      3  FP      5.4349e-02   3.1416e-02
   15  00:00:00   8.9285e-02      4  SN      5.8631e-02   3.1416e-02
   15  00:00:00   8.9285e-02      5  BP      5.8631e-02   3.1416e-02
   48  00:00:00   1.1848e-01      6  UZ      7.8540e-02   3.1416e-02
  167  00:00:00   2.3486e-01      7  UZ      1.5708e-01   3.1416e-02
  285  00:00:01   3.5171e-01      8  UZ      2.3562e-01   3.1416e-02
  402  00:00:01   4.6867e-01      9  UZ      3.1416e-01   3.1416e-02
  871  00:00:04   9.3682e-01     10  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:04   8.3119e-02     11  EP      5.4414e-02   3.1416e-02
    1  00:00:04   8.3119e-02     12  BP      5.4414e-02   3.1416e-02
    1  00:00:04   8.3285e-02     13  FP      5.4536e-02   3.1416e-02
    2  00:00:04   8.3285e-02     14  SN      5.4536e-02   3.1416e-02
    2  00:00:04   8.3279e-02     15  FP      5.4528e-02   3.1416e-02
   15  00:00:04   8.9302e-02     16  SN      5.8644e-02   3.1416e-02
   15  00:00:04   8.9302e-02     17  BP      5.8644e-02   3.1416e-02
   48  00:00:04   1.1848e-01     18  UZ      7.8540e-02   3.1416e-02
  167  00:00:05   2.3486e-01     19  UZ      1.5708e-01   3.1416e-02
  284  00:00:06   3.5171e-01     20  UZ      2.3562e-01   3.1416e-02
  402  00:00:06   4.6867e-01     21  UZ      3.1416e-01   3.1416e-02
  870  00:00:09   9.3682e-01     22  EP      6.2832e-01   3.1416e-02
