
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   8.8954e-02      1  EP      5.8614e-02   3.1416e-02
    1  00:00:00   8.8954e-02      2  SN      5.8614e-02   3.1416e-02
    1  00:00:00   8.8910e-02      3  FP      5.8593e-02   3.1416e-02
   40  00:00:00   1.1685e-01      4  UZ      7.8540e-02   3.1416e-02
  157  00:00:00   2.3071e-01      5  UZ      1.5708e-01   3.1416e-02
  273  00:00:01   3.4540e-01      6  UZ      2.3562e-01   3.1416e-02
  388  00:00:01   4.6024e-01      7  UZ      3.1416e-01   3.1416e-02
  503  00:00:02   5.7514e-01      8  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:02   8.8954e-02      9  EP      5.8614e-02   3.1416e-02
    1  00:00:02   8.8954e-02     10  BP      5.8614e-02   3.1416e-02
    1  00:00:02   8.8997e-02     11  FP      5.8632e-02   3.1416e-02
    2  00:00:02   8.8958e-02     12  SN      5.8596e-02   3.1416e-02
    2  00:00:02   8.8909e-02     13  FP      5.8552e-02   3.1416e-02
   41  00:00:02   1.1825e-01     14  UZ      7.8540e-02   3.1416e-02
  160  00:00:03   2.3434e-01     15  UZ      1.5708e-01   3.1416e-02
  278  00:00:03   3.5100e-01     16  UZ      2.3562e-01   3.1416e-02
  395  00:00:04   4.6777e-01     17  UZ      3.1416e-01   3.1416e-02
  512  00:00:04   5.8458e-01     18  EP      3.9270e-01   3.1416e-02
