
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.0496e-02      1  EP      1.8069e-02   3.1416e-02
    1  00:00:00   4.0496e-02      2  SN      1.8069e-02   3.1416e-02
    1  00:00:00   4.0490e-02      3  FP      1.8060e-02   3.1416e-02
 2372  00:00:10   1.1996e+00      4  UZ      5.4271e-01   3.1416e-02
 2750  00:00:14   1.3889e+00      5  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:14   4.0496e-02      6  EP      1.8069e-02   3.1416e-02
    1  00:00:14   4.0496e-02      7  BP      1.8069e-02   3.1416e-02
    1  00:00:14   4.0506e-02      8  FP      1.8076e-02   3.1416e-02
    2  00:00:14   4.0506e-02      9  SN      1.8076e-02   3.1416e-02
    2  00:00:15   4.0510e-02     10  FP      1.8075e-02   3.1416e-02
 2372  00:00:28   1.1996e+00     11  UZ      5.4271e-01   3.1416e-02
 2750  00:00:31   1.3889e+00     12  EP      6.2832e-01   3.1416e-02
